"Label Name","Catalog #",UPC,"Release Name","Release Version","Release Artist","Release Date","Release Genre","Release Subgenre",Track,ISRC,"Song Name","Mix Version","Primary Artists","Featuring Artists",Remixers,"Track Length","Song Genre","Song Subgenre"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,2,USLZJ1411222,"Afro Dizzy Act",,"JOE MACC",,,05:42,Dance,"Deep House"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,3,USLZJ1419090,"Just Words",,"The Surreal'ist",,,05:40,Dance,"Tech House"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,4,USLZJ1412166,"Keep It Fresh","Tom Bull Remix","Riot Reaction",,"Tom Bull",05:47,Dance,House
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,5,USLZJ1420138,Around,,Topi,,,05:05,Dance,"Deep House"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,6,USLZJ1466049,"Part Of A Rave VIP","VIP Mix","Space Jump Salute",,,04:30,Dance,"Tech House"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,7,USLZJ1420774,"Da Early Tune",,"JOE MACC",,,04:33,Dance,House
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,8,USLZJ1423202,"Life's A Bitch",,Screwface,,,03:30,Dance,"Tech House"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,9,USLZJ1419107,"Make Me Feel",,"Fractal System,Sanka",,,07:12,Dance,"Indie Dance"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,10,USLZJ1501311,Survival,,Catch22,,,03:50,Dance,"Tech House"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,11,USLZJ1434067,"On My Mind",,Frederique,,,05:39,Dance,"Tech House"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,12,USLZJ1473223,"Gimme A Beat",,Defunct!,,,05:44,Dance,"Tech House"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,13,USLZJ1423203,"Boy Ya Got Me",,Screwface,,,03:38,Dance,"Tech House"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,14,USLZJ1419106,"Your Body",,"Fractal System",,,06:55,Dance,"Indie Dance"
"Build It Records",BLDR031,811868652412,"The Collection, Vol. 1",,"Various Artists",2015-04-20,Dance,House,15,USLZJ1420777,"SL0 Down",,"JOE MACC",,,05:36,Dance,House
"Build It Records",BLDR029,811868624532,"The Light",,Gruv1,2015-04-13,Dance,House,1,USLZJ1509100,"The Light",,"Gruv1,Mesler",,,06:26,Dance,House
"Build It Records",BLDR025,811868624495,"Cavern EP",,"Rob Me",2015-04-06,Dance,"Tech House",1,USLZJ1505656,Down,,"Rob Me,Frederique",,,06:30,Dance,"Tech House"
"Build It Records",BLDR025,811868624495,"Cavern EP",,"Rob Me",2015-04-06,Dance,"Tech House",2,USLZJ1505657,Cavern,,"Rob Me",,,05:44,Dance,"Tech House"
"Build It Records",BLDR025,811868624495,"Cavern EP",,"Rob Me",2015-04-06,Dance,"Tech House",3,USLZY1505658,"The Bay",,"Rob Me",,,06:30,Dance,House
"Build It Records",BLDR028,811868624525,"Love You No More",,"Dene Antony",2015-03-30,Dance,"Deep House",1,USLZJ1505909,"Love You No More",,"Dene Antony",,,06:41,Dance,"Deep House"
"Build It Records",BLDR024,811868624471,"Let's Get It",,Den5ity,2015-03-13,Dance,"Tech House",1,UZLZJ1504907,"Let's Get It",,Den5ity,,,04:30,Dance,House
"Build It Records",BLDR026,811868624501,"Lost In Space",,Transcode,2015-03-13,Dance,"Deep House",1,USLZJ1505661,"Lost In Space",,Transcode,,,07:21,Dance,"Deep House"
"Build It Records",BLDR021,811868624402,"Breathe EP",,MKLY,2015-03-12,Dance,"Deep House",1,USLZJ1502007,Breathe,,MKLY,,,06:15,Dance,"Tech House"
"Build It Records",BLDR021,811868624402,"Breathe EP",,MKLY,2015-03-12,Dance,"Deep House",2,USLZJ1502008,Delorean,,MKLY,,,05:38,Dance,"Deep House"
"Build It Records",BLDR021,811868624402,"Breathe EP",,MKLY,2015-03-12,Dance,"Deep House",3,USLZJ1502009,"Khaya (feat. Liso)",,MKLY,Liso,,04:53,Dance,"Deep House"
"Build It Records",BLDR022,811868624433,"Don't Wana Stop",,"JOE MACC",2015-03-12,Dance,"Deep House",1,USLZJ1502755,"Don't Wana Stop",,"JOE MACC",,,05:17,Dance,"Deep House"
"Build It Records",BLDR023,811868624440,"Frequency Test",,Frederique,2015-03-12,Dance,"Tech House",1,USLZJ1503535,"Frequency Test",,"Frederique,Aaron Jackson",,,05:24,Dance,"Tech House"
"Build It Records",BLDR018,811868624372,Troubles,,TUSK,2015-03-11,Dance,House,1,USLZJ1474563,Troubles,,TUSK,,,05:53,Dance,"Deep House"
"Build It Records",BLDR018,811868624372,Troubles,,TUSK,2015-03-11,Dance,House,2,USLZJ1474564,Troubles,"Dark Mix",TUSK,,,05:19,Dance,House
"Build It Records",BLDR019,811868624389,Secrents,,Alue.,2015-03-11,Dance,"Deep House",1,USLZJ1474759,Secrents,,Alue,,,04:20,Dance,"Deep House"
"Build It Records",BLDR020,811868624396,Survival,,Catch22,2015-03-11,Dance,"Tech House",1,USLZJ1501311,Survival,,Catch22,,,03:50,Dance,"Tech House"
"Build It Records",BLDR015,811868624334,"Part Of A Rave VIP",,"Space Jump Salute",2015-03-10,Dance,"Tech House",1,USLZJ1466049,"Part Of A Rave","VIP Mix","Space Jump Salute",,,04:30,Dance,"Tech House"
"Build It Records",BLDR016,811868624358,"Gimme A Beat EP",,Defunct!,2015-03-10,Dance,"Tech House",1,USLZJ1473223,"Gimme A Beat",,Defunct!,,,05:44,Dance,"Tech House"
"Build It Records",BLDR016,811868624358,"Gimme A Beat EP",,Defunct!,2015-03-10,Dance,"Tech House",2,USLZJ1473224,"It's That Simple",,Defunct!,,,06:10,Dance,"Tech House"
"Build It Records",BLDR016,811868624358,"Gimme A Beat EP",,Defunct!,2015-03-10,Dance,"Tech House",3,USLZJ1473227,"Somethin' Ill",,Defunct!,,,06:13,Dance,"Tech House"
"Build It Records",BLDR017,811868624365,"Paradox EP",,Catch22,2015-03-10,Dance,"Tech House",1,USLZJ1474559,"Choose Your Destiny",,Catch22,,,05:05,Dance,"Tech House"
"Build It Records",BLDR017,811868624365,"Paradox EP",,Catch22,2015-03-10,Dance,"Tech House",2,USLZJ1474561,"No Limits",,Catch22,,,05:13,Dance,"Tech House"
"Build It Records",BLDR017,811868624365,"Paradox EP",,Catch22,2015-03-10,Dance,"Tech House",3,USLZJ1474562,"The Other Side",,Catch22,,,04:48,Dance,"Tech House"
"Build It Records",BLDR012,811868624273,"The Journey EP",,Burkie,2015-03-09,Dance,"Deep House",1,USLZJ1425833,"Don't You Know",,Burkie,,,05:50,Dance,"Deep House"
"Build It Records",BLDR012,811868624273,"The Journey EP",,Burkie,2015-03-09,Dance,"Deep House",2,USLZJ1425834,Sweetheart,,Burkie,,,05:45,Dance,"Deep House"
"Build It Records",BLDR012,811868624273,"The Journey EP",,Burkie,2015-03-09,Dance,"Deep House",3,USLZJ1425835,"Case Of The X",,Burkie,,,04:51,Dance,House
"Build It Records",BLDR013,811868624303,"Serious Business / On My Mind",,Frederique,2015-03-09,Dance,"Tech House",1,USLZJ1434066,"Serious Business",,"Frederique,Aaron Jackson",,,06:10,Dance,"Tech House"
"Build It Records",BLDR013,811868624303,"Serious Business / On My Mind",,Frederique,2015-03-09,Dance,"Tech House",2,USLZJ1434076,"On My Mind",,Frederique,,,05:39,Dance,"Tech House"
"Build It Records",BLDR014,811868624327,"End Of Summer / Turn Around",,Gruv1,2015-03-09,Dance,House,1,USLZJ1456133,"End Of Summer",,Gruv1,,,05:02,Dance,House
"Build It Records",BLDR014,811868624327,"End Of Summer / Turn Around",,Gruv1,2015-03-09,Dance,House,2,USLZJ1456134,"Turn Around",,Gruv1,,,03:36,Dance,House
"Build It Records",BLDR009,811868624181,"Solstice EP",,"JOE MACC",2015-03-08,Dance,"UK Garage",1,USLZJ1420774,"Da Early Tune",,"JOE MACC",,,04:33,Dance,"UK Garage"
"Build It Records",BLDR009,811868624181,"Solstice EP",,"JOE MACC",2015-03-08,Dance,"UK Garage",2,USLZJ1420773,Autumn,,"JOE MACC",,,06:04,Dance,House
"Build It Records",BLDR009,811868624181,"Solstice EP",,"JOE MACC",2015-03-08,Dance,"UK Garage",3,USLZJ1420777,"SL0 Down",,"JOE MACC",,,05:36,Dance,"UK Garage"
"Build It Records",BLDR009,811868624181,"Solstice EP",,"JOE MACC",2015-03-08,Dance,"UK Garage",4,USLZJ1420776,Solstice,,"JOE MACC",,,06:45,Dance,"UK Garage"
"Build It Records",BLDR010,811868624235,"Frequencies EP",,Screwface,2015-03-08,Dance,"Tech House",1,USLZJ1423202,"Life's A Bitch",,Screwface,,,03:30,Dance,"Tech House"
"Build It Records",BLDR010,811868624235,"Frequencies EP",,Screwface,2015-03-08,Dance,"Tech House",2,USLZJ1423203,"Boy Ya Got Me",,Screwface,,,03:38,Dance,"Tech House"
"Build It Records",BLDR010,811868624235,"Frequencies EP",,Screwface,2015-03-08,Dance,"Tech House",3,USLZJ1423204,"Game Over",,Screwface,,,03:47,Dance,"Tech House"
"Build It Records",BLDR011,811868624266,"2 Down EP",,Rocksted,2015-03-08,Dance,"Tech House",1,USLZJ1425070,"Get On Down",,Rocksted,,,06:16,Dance,"Tech House"
"Build It Records",BLDR011,811868624266,"2 Down EP",,Rocksted,2015-03-08,Dance,"Tech House",2,USLZJ1425071,"Body Down",,Rocksted,,,06:35,Dance,"Tech House"
"Build It Records",BLDR007,811868617688,"Just Words",,"The Surreal'ist",2015-03-07,Dance,"Tech House",1,USLZJ1419090,"Just Words",,"The Surreal'ist",,,05:40,Dance,"Tech House"
"Build It Records",BLDR008,811868617831,Around,,Topi,2015-03-07,Dance,"Deep House",1,USLZJ1420138,Around,,Topi,,,05:05,Dance,"Deep House"
"Build It Records",BLDR006,811868624198,"Your Body EP",,"Fractal System",2015-03-07,Dance,House,1,USLZJ1419106,"Your Body",,"Fractal System",,,06:55,Dance,"Indie Dance"
"Build It Records",BLDR006,811868624198,"Your Body EP",,"Fractal System",2015-03-07,Dance,House,2,USLZJ1419107,"Make Me Feel",,"Fractal System,Sanka",,,07:12,Dance,"Indie Dance"
"Build It Records",BLDR006,811868624198,"Your Body EP",,"Fractal System",2015-03-07,Dance,House,3,USLZJ1419108,"We Need It",,"Fractal System,Marques",,,07:00,Dance,"Indie Dance"
"Build It Records",BLDR006,811868624198,"Your Body EP",,"Fractal System",2015-03-07,Dance,House,4,USLZJ1419109,"Get That",,"Fractal System",,,05:46,Dance,"Indie Dance"
"Build It Records",BLDR005,811868617572,"Part Of A Rave",,"Space Jump Salute",2015-03-06,Dance,"Tech House",1,USLZJ1415255,"Part Of A Rave",,"Space Jump Salute",,,04:30,Dance,"Tech House"
"Build It Records",BLDR004,811868617565,"In My Heart (I Feel It)",,"EVO & RST",2015-03-05,Dance,House,1,USLZJ1412586,"In My Heart (I Feel It)",,"EVO & RST",,,07:27,Dance,House
"Build It Records",BLDR003,811868617558,"Keep It Fresh",,"Riot Reaction",2015-03-04,Dance,"Tech House",1,USLZJ1412165,"Keep It Fresh",,"Riot Reaction",,,04:07,Dance,House
"Build It Records",BLDR003,811868617558,"Keep It Fresh",,"Riot Reaction",2015-03-04,Dance,"Tech House",2,USLZJ1412166,"Keep It Fresh","Tom Bull Remix","Riot Reaction",,"Tom Bull",05:47,Dance,House
"Build It Records",BLDR002,811868617534,"Afro Dizzy Act",,"JOE MACC",2015-03-03,Dance,"Deep House",1,USLZJ1411222,"Afro Dizzy Act",,"JOE MACC",,,05:42,Dance,"Deep House"
"Build It Records",BLDR001,811868617510,"King Of The Jungle",,"Chris Gresswell",2015-03-02,Dance,House,1,USLZJ1408966,"King Of The Jungle",,"Chris Gresswell",,,05:19,Dance,House
"Build It Records",BLDR148,191079983384,"Groove High",,Leraxe,,Dance,House,1,,,,Leraxe,,,,Dance,House
"Build It Tech",BLDRT056,198937210842,"City High",,Gruv1,,Electronic,"Tech House",1,,,,"Gruv1,Anmol Jhanb",,,,Electronic,"Tech House"
