"Label Name","Catalog #",UPC,"Release Name","Release Version","Release Artist","Release Date","Release Genre","Release Subgenre",Track,ISRC,"Song Name","Mix Version","Primary Artists","Featuring Artists",Remixers,"Track Length","Song Genre","Song Subgenre"
"Build It Records",BLDR192,198937087963,"No More",,Kwal,2024-12-13,Electronic,Mainstage,1,QZZ8B2454752,"No More","Extended Mix",Kwal,,,05:00,Electronic,Mainstage
"Build It Records",BLDR192,198937087963,"No More",,Kwal,2024-12-13,Electronic,Mainstage,4,QZZ8B2454763,"No More","BELLO Remix",Kwal,,BELLO,06:20,Electronic,"Progressive House"
"Build It Records",BLDR192,198937087963,"No More",,Kwal,2024-12-13,Electronic,Mainstage,3,QZZ8B2454971,"No More","Alfonso Tan Remix",Kwal,,"Alfonso Tan",05:46,Electronic,"Melodic Techno"
"Build It Records",BLDR192,198937087963,"No More",,Kwal,2024-12-13,Electronic,Mainstage,2,QZZ8B2454973,"No More","Radio Edit",Kwal,,,04:00,Electronic,Mainstage
"Build It Tech",BLDRT055,198937088106,Blox,,BRST,2024-11-29,Electronic,"Tech House",1,QZZ8B2454775,Blox,,BRST,,,03:50,Electronic,"Tech House"
"Build It Tech",BLDRT054,198622913430,"I See",,"Lux Esto",2024-11-08,Electronic,"Tech House",1,QZZ8A2479295,"I See",,"Lux Esto",,,02:50,Electronic,"Tech House"
"Build It Records",BLDR191,198622817721,"Lose Minds",,"Hot Keys",2024-10-25,Electronic,Mainstage,1,QZZ8A2438727,"Lose Minds",,"Hot Keys",,,06:12,Electronic,Mainstage
"Build It Records",BLDR191A,198622817752,"Lose Minds","Radio Mix","Hot Keys",2024-10-25,Electronic,Mainstage,1,QZZ8A2438729,"Lose Minds","Radio Mix","Hot Keys",,,03:42,Electronic,Mainstage
"Build It Deep",BLDRD013,198622815086,"Saoul en Merd",,"Rance & Maff",2024-10-11,Electronic,"Deep House",1,QZZ8A2438287,"Saoul en Merd",,"Rance & Maff",,,07:52,Electronic,"Deep House"
"Build It Deep",BLDRD013,198622815086,"Saoul en Merd",,"Rance & Maff",2024-10-11,Electronic,"Deep House",2,QZZ8A2438288,"Saoul en Merd","Anmol Jhanb Remix","Rance & Maff",,"Anmol Jhanb",05:30,Electronic,"Deep House"
"Build It Deep",BLDRD012,198622739696,Symbiotic,,Domestique,2024-09-27,Electronic,"Progressive House",1,QZZ8A2415016,Symbiotic,,"im kyle,Domestique",,,04:40,Electronic,"Progressive House"
"Build It Deep",BLDRD012A,198622739825,Symbiotic,"Radio Edit",Domestique,2024-09-27,Electronic,"Progressive House",1,QZZ8A2415044,Symbiotic,"Radio Edit","Domestique,im kyle",,,03:27,Electronic,"Progressive House"
"Build It Records",BLDR190,198622649964,Rollen,"Extended Mix","Roman Anthony",2024-09-13,Electronic,House,1,QZWV32483652,Rollen,"Extended Mix","Roman Anthony",,,05:39,Electronic,House
"Build It Records",BLDR190A,198622650007,Rollen,"Radio Edit","Roman Anthony",2024-09-13,Electronic,House,1,QZWV32483657,Rollen,"Radio Edit","Roman Anthony",,,03:36,Electronic,House
"Build It Deep",BLDRD011,198622539043,"Let Me Light You Up",,Absintheminded,2024-08-30,Electronic,"Deep House",1,QZWV32454693,"Let Me Light You Up",,Absintheminded,,,06:32,Electronic,"Deep House"
"Build It Deep",BLDRD011A,198622567404,"Let Me Light You Up","Radio Mix",Absintheminded,2024-08-30,Electronic,"Deep House",1,QZWV32460497,"Let Me Light You Up","Radio Mix",Absintheminded,,,04:14,Electronic,"Deep House"
"Build It Deep",BLDRD010,198622284752,"Out Of Nowhere",,"Hot Keys",2024-08-16,Electronic,"Organic House",1,QZWDE2446679,"Out Of Nowhere",,"Hot Keys",,,05:20,Electronic,"Organic House"
"Build It Tech",BLDRT053,198622402033,"Love The Bass","Extended Mix","Misto Clean",2024-08-02,Electronic,"Tech House",1,QZWV32414110,"Love The Bass","Extended Mix","Misto Clean",,,03:56,Electronic,"Tech House"
"Build It Tech",BLDRT053A,198622402088,"Love The Bass","Radio Mix","Misto Clean",2024-08-02,Electronic,"Tech House",1,QZWV32414161,"Love The Bass","Radio Mix","Misto Clean",,,03:15,Electronic,"Tech House"
"Build It Tech",BLDRT052,198622189224,"Que No Pare",,"Loüis Pleîn",2024-07-19,Electronic,"Tech House",1,QZWDE2407380,"Que No Pare",,"Loüis Pleîn",,,05:00,Electronic,"Tech House"
"Build It Records",BLDR-SC24,198622016599,"Build It Records Summer Compilation 2024",,"Various Artists",2024-06-28,Dance,Electronica,1,QZWDD2434848,"Like A Beat",,"Hot Keys",,,05:41,Dance,"Tech House"
"Build It Records",BLDR-SC24,198622016599,"Build It Records Summer Compilation 2024",,"Various Artists",2024-06-28,Dance,Electronica,10,QZWDD2434852,Rumba,,"Anmol Jhanb",,,05:07,Dance,"Tech House"
"Build It Records",BLDR-SC24,198622016599,"Build It Records Summer Compilation 2024",,"Various Artists",2024-06-28,Dance,Electronica,5,QZWDD2434853,"My House",,Maonro,,,04:40,Dance,House
"Build It Records",BLDR-SC24,198622016599,"Build It Records Summer Compilation 2024",,"Various Artists",2024-06-28,Dance,Electronica,7,QZWDD2434856,"Drop That",,"Alfonso Tan",,,05:58,Dance,House
"Build It Records",BLDR-SC24,198622016599,"Build It Records Summer Compilation 2024",,"Various Artists",2024-06-28,Dance,Electronica,4,QZWDD2434859,Arguement,,Bravery,,,05:45,Dance,"Tech House"
"Build It Records",BLDR-SC24,198622016599,"Build It Records Summer Compilation 2024",,"Various Artists",2024-06-28,Dance,Electronica,8,QZWDD2434863,"DO IT",,"sant jord",,,05:39,Dance,"Tech House"
"Build It Records",BLDR-SC24,198622016599,"Build It Records Summer Compilation 2024",,"Various Artists",2024-06-28,Dance,Electronica,2,QZWDD2434867,"No More",,Kwal,,,05:00,Dance,"Future House"
"Build It Records",BLDR-SC24,198622016599,"Build It Records Summer Compilation 2024",,"Various Artists",2024-06-28,Dance,Electronica,6,QZWDD2434871,Game,,BRST,,,04:13,Dance,"Future House"
"Build It Records",BLDR-SC24,198622016599,"Build It Records Summer Compilation 2024",,"Various Artists",2024-06-28,Dance,Electronica,9,QZWDD2434896,Nutcracker,,FNXTA,,,03:39,Dance,"Tech House"
"Build It Records",BLDR-SC24,198622016599,"Build It Records Summer Compilation 2024",,"Various Artists",2024-06-28,Dance,Electronica,3,QZWDD2434904,"Kirk Cousins",,"Lux Esto",,,04:32,Dance,"Tech House"
"Build It Records",BLDR-SC24-MH,198622419956,"My House",,Maonro,2024-06-28,Electronic,House,1,QZWV32433447,"My House",,Maonro,,,04:40,Electronic,House
"Build It Tech",BLDRT51,198342826836,"Shake It",,Resonant,2024-06-14,Dance,"Tech House",1,QZTV32410272,"Shake It",,Resonant,,,05:18,Dance,"Tech House"
"Build It Tech",BLDRT050,198342703380,"Vidro Fume",,VOILLA,2024-05-31,Dance,"Tech House",1,QZTRX2443495,"Vidro Fumê",,VOILLA,,,05:39,Dance,"Tech House"
"Build It Tech",BLDRT049,198342378359,Wheaties,,"Danny Samaei",2024-05-17,Dance,"Tech House",1,GBRKQ2482496,Wheaties,,"Danny Samaei",,,05:27,Dance,"Tech House"
"Build It Tech",BLDRT048,198342378168,Mwere,,Gouzy,2024-05-03,Dance,"Tech House",1,GBRKQ2482475,Mwere,Extended,Gouzy,,,06:36,Dance,"Tech House"
"Build It Tech",BLDRT048,198342378168,Mwere,,Gouzy,2024-05-03,Dance,"Tech House",2,GBRKQ2482480,Mwere,"Radio Mix",Gouzy,,,04:07,Dance,"Tech House"
"Build It Tech",BLDRT047,198342378496,"Querido Papá",,"Anmol Jhanb",2024-04-15,Dance,"Tech House",1,GBRKQ2482527,"Querido Papá","Extended Mix","Anmol Jhanb",,,05:24,Dance,"Tech House"
"Build It Tech",BLDRT047,198342378496,"Querido Papá",,"Anmol Jhanb",2024-04-15,Dance,"Tech House",2,GBRKQ2482528,"Querido Papá","Radio Edit","Anmol Jhanb",,,03:01,Dance,"Tech House"
"Build It Records",BLDR189,198342243749,"Dun Mada",,"Hot Keys",2024-03-29,Dance,"Tech House",1,GBRKQ2410209,"Dun Mada",,"Hot Keys",,,06:16,Dance,"Tech House"
"Build It Records",BLDR187,197999933843,"Play The Game",,"Takes Two",2024-03-15,Dance,"Future House",1,QZ5FN2452619,"Play The Game",,"Takes Two",,,03:31,Dance,"Future House"
"Build It Records",BLDR188,197999985095,"Goes On & On",,"Hot Keys",2024-02-16,Dance,House,1,QZ5FN2479766,"Goes On & On",,"Hot Keys",,,04:56,Dance,House
"Build It Tech",BLDRT046,197999350503,Maxima,"Radio Mix",Gouzy,2023-11-10,Dance,"Tech House",1,QZZ8A2350582,Maxima,"Radio Mix",Gouzy,,,03:39,Dance,"Tech House"
"Build It Tech",BLDRT046A,197999350541,Maxima,"Extended Mix",Gouzy,2023-11-10,Dance,"Tech House",1,QZZ8A2350587,Maxima,"Extended Mix",Gouzy,,,05:29,Dance,"Tech House"
"Build It Records",BLDR186,197773739975,Complicated,,"Alfonso Tan",2023-09-15,Dance,House,1,QZWDD2331986,Complicated,,"Alfonso Tan",,,06:06,Dance,House
"Build It Records",BLDR184,197773363361,"Keep Rockn' It",,"Cole Petix",2023-08-18,Dance,"Bass House",1,QZTRX2379795,"Keep Rockn' It",,"Cole Petix",,,04:24,Dance,"Bass House"
"Build It Records",BLDR185,197773410539,"Soul Food",,"Jacques Bleu",2023-07-21,Dance,House,1,QZTV32303703,"Soul Food",,"Jacques Bleu",,,03:07,Dance,House
"Build It Records",BLDR183,197773003977,Dancin,,"Anmol Jhanb",2023-06-16,Dance,House,1,GBWUL2327625,Dancin,,"Anmol Jhanb",,,06:24,Dance,House
"Build It Records",BLDR182,197368892580,"Gimme Drums",,TXMBRR,2023-05-19,Dance,House,1,GBRKQ2390963,"Gimme Drums",,TXMBRR,,,03:52,Dance,House
"Build It Tech",BLDRT045,197368484174,"Bringin It Back",,Chango,2023-04-14,Dance,"Tech House",1,USLZJ2348579,"Bringin It Back",,Chango,,,04:41,Dance,"Tech House"
"Build It Tech",BLDRT044,197368409122,"How I Do It",,"Law Mark",2023-03-24,Dance,"Tech House",1,USLZJ2318302,"How I Do It",,"Law Mark",,,03:34,Dance,"Tech House"
"Build It Records",BLDR181,197368246581,"Salsa Secreta",,"Jon Lee",2023-02-17,Dance,Electronica,1,QZ5FN2359587,"Fall Back Down",,"Jon Lee",icausetreble,,06:08,Dance,House
"Build It Records",BLDR181,197368246581,"Salsa Secreta",,"Jon Lee",2023-02-17,Dance,Electronica,2,QZ5FN2359593,"Fall Back Down",Remix,"Jon Lee",icausetreble,"Jeromy Nail",07:29,Dance,House
"Build It Records",BLDR181,197368246581,"Salsa Secreta",,"Jon Lee",2023-02-17,Dance,Electronica,3,QZ5FN2359594,"Gotta Let You Know",,"Jon Lee",icausetreble,,06:24,Dance,House
"Build It Records",BLDR181,197368246581,"Salsa Secreta",,"Jon Lee",2023-02-17,Dance,Electronica,4,QZ5FN2359595,"Gotta Let You Know",Remix,"Jon Lee",icausetreble,"Jordan Strong",06:14,Dance,House
"Build It Tech",BLDRT043,197077899481,"Make It Sound",,"Litty Ritty",2023-01-06,Dance,"Tech House",1,QZWDD2296346,"Make It Sound","Radio Edit","Litty Ritty",,,03:00,Dance,"Tech House"
"Build It Tech",BLDRT043,197077899481,"Make It Sound",,"Litty Ritty",2023-01-06,Dance,"Tech House",2,QZWDD2296347,"Make It Sound",Extended,"Litty Ritty",,,06:17,Dance,"Tech House"
"Build It Tech",BLDT042,197077704914,"Feel It",,"Ben Grime",2022-12-09,Dance,"Tech House",1,QZWDD2228254,"Feel It",,"Ben Grime",,,06:02,Dance,"Tech House"
"Build It Tech",BLDRT041,197077442649,Blink,,"Kelvin Richard",2022-10-07,Electronic,"Tech House",1,QZTRX2275379,Blink,,"Kelvin Richard",,,05:04,Electronic,"Tech House"
"Build It Tech",BLDRT040,197077273434,Lonely,,"Law Mark",2022-09-09,Dance,"Tech House",1,GBWUL2279773,Lonely,,"Law Mark",,,03:16,Dance,"Tech House"
"Build It Tech",BLDRT039,197077053302,"Handle It",,CLAASSEN,2022-08-05,Dance,"Tech House",1,GBRKQ2298738,"Handle It",Extended,CLAASSEN,,,04:38,Dance,"Tech House"
"Build It Tech",BLDRT039,197077053302,"Handle It",,CLAASSEN,2022-08-05,Dance,"Tech House",2,GBRKQ2298744,"Handle It",Radio,CLAASSEN,,,03:20,Dance,"Tech House"
"Build It Records",BLDR180,195729880900,Groovinator,,DRIPP,2022-07-22,Dance,"Tech House",1,GBRKQ2238114,Groovinator,,DRIPP,,,05:53,Dance,"Tech House"
"Build It Records",BLDR179,195729816978,"Boom Bap",,"Anmol Jhanb",2022-06-24,Dance,House,1,GBRKQ2216936,"Boom Bap",Extended,"Anmol Jhanb,Bob Bentley",,,05:25,Dance,House
"Build It Records",BLDR179,195729816978,"Boom Bap",,"Anmol Jhanb",2022-06-24,Dance,House,2,GBRKQ2216940,"Boom Bap",Radio,"Anmol Jhanb,Bob Bentley",,,02:29,Dance,House
"Build It Records",BLDR178,195729461925,"Break Me Off",,"Fein Cerra",2022-04-22,Dance,"Bass House",1,QZ5FN2287205,"Break Me Off",,"Fein Cerra",,,04:43,Dance,"Bass House"
"Build It Tech",BLDRT038,195729462311,"Give You Up",,"Ben Grime",2022-04-15,Dance,"Tech House",1,QZ5FN2287404,"Give You Up",,"Ben Grime",,,06:08,Dance,"Tech House"
"Build It Tech",BLDRT037A,195729461871,"Take Your Mind",Extended,"Justin Lawson",2022-04-08,Dance,"Tech House",1,QZ5FN2287187,"Take Your Mind",Extended,"Justin Lawson,N1MA",,,04:35,Dance,"Tech House"
"Build It Tech",BLDRT037,195729461802,"Take Your Mind","Radio Edit",N1MA,2022-03-25,Dance,"Tech House",1,QZ5FN2287168,"Take Your Mind","Radio Edit","Justin Lawson,N1MA",,,03:21,Dance,"Tech House"
"Build It Records",BLDR177,195729317086,Deeper,Extended,"Ele Valero",2022-03-11,Dance,House,1,QZ5FN2222717,Deeper,Extended,"Ele Valero",,,04:20,Dance,House
"Build It Records",BLDR177A,195729317697,Deeper,Radio,"Ele Valero",2022-03-11,Dance,House,1,QZ5FN2222870,Deeper,Radio,"Ele Valero",,,02:18,Dance,House
"Build It Records",BLDR176,195729317031,"The Moment",,"Discover (BR)",2022-02-25,Dance,House,1,QZ5FN2222646,"The Moment",,"Discover (BR)",,,06:01,Dance,House
"Build It Tech",BLDRT036,195729308053,"Let Me Catch My Breath",,Vianna,2022-02-18,Dance,"Tech House",1,QZ5FN2219108,"Let Me Catch My Breath",,Vianna,,,05:58,Dance,"Tech House"
"Build It Tech",BLDRT035,195729031753,"Turn The Light",,"Frontside (BR)",2021-12-03,Electronic,"Tech House",1,GBWUL2152473,"Turn The Light",Radio,"Frontside (BR),Lennon (BR)",,,03:27,Electronic,"Tech House"
"Build It Tech",BLDRT035,195729031753,"Turn The Light",,"Frontside (BR)",2021-12-03,Electronic,"Tech House",2,GBWUL2152475,"Turn The Light",Extended,"Frontside (BR),Lennon (BR)",,,04:28,Electronic,"Tech House"
"Build It Records",BLDR175,193872921075,Motherland,,"Caique Carvalho",2021-09-10,Electronic,House,1,GBRKQ2169529,Motherland,,"Caique Carvalho,Vallilo",,,04:55,Electronic,"Tech House"
"Build It Records",BLDR175A,193872921341,Motherland,"Radio Edit","Caique Carvalho",2021-09-10,Electronic,"Tech House",1,GBRKQ2169542,Motherland,"Radio Edit","Caique Carvalho,Vallilo",,,03:21,Electronic,"Tech House"
"Build It Deep",BLDRD009,195039006076,Splinter,,MarQ,2021-09-02,Electronic,"Progressive House",1,GBRKQ2184845,Splinter,,MarQ,,,06:53,Electronic,"Progressive House"
"Build It Deep",BLDRD009,195039006076,Splinter,,MarQ,2021-09-02,Electronic,"Progressive House",2,GBRKQ2184846,Splinter,"No Groove Mix",MarQ,,,06:53,Electronic,"Progressive House"
"Build It Deep",BLDRD008,193872403946,"Special Love",,POSYDON,2021-08-06,Dance,"Progressive House",1,GBRKQ2106128,"Special Love",,POSYDON,,,07:27,Dance,"Progressive House"
"Build It Deep",BLDRD008A,193872830865,"Special Love",,POSYDON,2021-08-06,Dance,Electronica,1,GBRKQ2154799,"Special Love","Radio Mix",POSYDON,,,05:17,Dance,"Progressive House"
"Build It Deep",BLDRD008A,193872830865,"Special Love",,POSYDON,2021-08-06,Dance,Electronica,2,GBRKQ2154800,"Special Love","Extended Mix",POSYDON,,,07:27,Dance,"Progressive House"
"Build It Deep",BLDRD007,193872510972,"The Temple",,BELLO,2021-07-23,Dance,"Progressive House",1,GBRKQ2112406,"The Temple","Original Mix",BELLO,,,06:25,Dance,"Progressive House"
"Build It Records",BLDR174,192650954199,"Won't Stop Dancing",,"Juliana Hauz",2021-07-02,Dance,House,1,USLZJ2181820,"Won't Stop Dancing",,"Juliana Hauz",,,06:19,Dance,House
"Build It Records",BLDR174,192650954199,"Won't Stop Dancing",,"Juliana Hauz",2021-07-02,Dance,House,2,USLZJ2181823,"Won't Stop Dancing","The Pups Remix","Juliana Hauz",,"The Pups",05:32,Dance,House
"Build It Records",BLDR174,192650954199,"Won't Stop Dancing",,"Juliana Hauz",2021-07-02,Dance,House,3,USLZJ2181835,"Won't Stop Dancing","Curol Remix","Juliana Hauz",,Curol,06:16,Dance,House
"Build It Deep",BLDRD006,193872025247,Protolyse,,MarQ,2021-06-11,Dance,"Progressive House",1,USLZJ2186319,Protolyse,,MarQ,,,07:29,Dance,"Progressive House"
"Build It Records",BLDR173,192650563513,"Don't Hold Back",,"Raw Underground",2021-04-09,Electronic,House,1,USLZJ2114853,"Don't Hold Back","Radio Mix","Raw Underground",,,03:56,Dance,House
"Build It Records",BLDR173,192650563513,"Don't Hold Back",,"Raw Underground",2021-04-09,Electronic,House,2,USLZJ2114854,"Don't Hold Back","Original Mix","Raw Underground",,,05:58,Electronic,House
"Build It Records",BLDR172,192650330542,"THAT BEAT EP",,MARKUZ,2021-03-19,Electronic,House,3,QZ5FN2160818,"Open Your Mind","Extended Mix",MARKUZ,,,03:56,Electronic,House
"Build It Records",BLDR172,192650330542,"THAT BEAT EP",,MARKUZ,2021-03-19,Electronic,House,4,QZ5FN2160819,"Open Your Mind","Radio Mix",MARKUZ,,,02:47,Electronic,House
"Build It Records",BLDR172,192650330542,"THAT BEAT EP",,MARKUZ,2021-03-19,Electronic,House,1,QZ5FN2160820,"That Beat","Extended Mix",MARKUZ,,,03:18,Electronic,House
"Build It Records",BLDR172,192650330542,"THAT BEAT EP",,MARKUZ,2021-03-19,Electronic,House,2,QZ5FN2160823,"That Beat","Radio Mix",MARKUZ,,,02:20,Electronic,House
"Build It Tech",BLDRT033,192650014015,"Like That",,Ruddek,2021-03-03,Electronic,"Tech House",1,QZ5FN2132473,"Like That",,Ruddek,,,06:12,Electronic,"Tech House"
"Build It Deep",BLDRD005,192650070424,"So Long",,Arky,2021-02-26,Dance,"Progressive House",1,QZ5FN2140160,"So Long",,Arky,,,04:56,Dance,"Progressive House"
"Build It Records",BLDR171,192650014343,Colombia,,ALLFRED,2021-02-17,Dance,House,1,QZ5FN2132545,Colombia,"Extended Mix","ALLFRED,BULLICA",,,05:50,Dance,House
"Build It Records",BLDR171,192650014343,Colombia,,ALLFRED,2021-02-17,Dance,House,2,QZ5FN2132548,Colombia,"Radio Mix","ALLFRED,BULLICA",,,03:44,Dance,House
"Build It Tech",BLDRT032A,192650331242,"COOL OFF | SPARE ME",,"John Okins",2021-02-16,Electronic,"Tech House",1,QZ5FN2160864,"Cool Off","Extended Mix","John Okins",,,04:11,Electronic,"Tech House"
"Build It Tech",BLDRT032A,192650331242,"COOL OFF | SPARE ME",,"John Okins",2021-02-16,Electronic,"Tech House",2,QZ5FN2160866,"Cool Off","Radio Mix","John Okins",,,03:12,Electronic,"Tech House"
"Build It Tech",BLDRT032A,192650331242,"COOL OFF | SPARE ME",,"John Okins",2021-02-16,Electronic,"Tech House",3,QZ5FN2160867,"Spare Me","Extended Mix","John Okins",,,04:11,Electronic,"Tech House"
"Build It Tech",BLDRT032A,192650331242,"COOL OFF | SPARE ME",,"John Okins",2021-02-16,Electronic,"Tech House",4,QZ5FN2160869,"Spare Me","Radio Mix","John Okins",,,02:48,Electronic,"Tech House"
"Build It Tech",BLDRT031,191079558254,"I Can't Stop",,BURNTECH,2021-01-08,Electronic,"Tech House",1,GBRKQ2038315,"I Can't Stop","Radio Mix",BURNTECH,,,03:10,Electronic,"Tech House"
"Build It Tech",BLDRT031,191079558254,"I Can't Stop",,BURNTECH,2021-01-08,Electronic,"Tech House",2,GBRKQ2038368,"I Can't Stop","Extended Mix",BURNTECH,,,05:07,Electronic,"Tech House"
"Build It Tech",BLDRT032,191079366200,"COOL OFF | SPARE ME",,"John Okins",2020-12-23,Dance,"Tech House",1,GBRKQ2014618,"Cool Off","Radio Mix","John Okins",LILBITCHROCK,,03:12,Dance,"Tech House"
"Build It Tech",BLDRT032,191079366200,"COOL OFF | SPARE ME",,"John Okins",2020-12-23,Dance,"Tech House",2,GBRKQ2014620,"Cool Off",,"John Okins",LILBITCHROCK,,04:11,Dance,"Tech House"
"Build It Tech",BLDRT032,191079366200,"COOL OFF | SPARE ME",,"John Okins",2020-12-23,Dance,"Tech House",3,GBRKQ2014621,"Spare Me","Radio Mix","John Okins",LILBITCHROCK,,02:48,Dance,"Tech House"
"Build It Tech",BLDRT032,191079366200,"COOL OFF | SPARE ME",,"John Okins",2020-12-23,Dance,"Tech House",4,GBRKQ2014622,"Spare Me",,"John Okins",LILBITCHROCK,,04:11,Dance,"Tech House"
"Build It Deep",BLDRD004,191079366170,Imaginarium,,POSYDON,2020-12-09,Dance,"Progressive House",1,GBRKQ2014551,Imaginarium,"Radio Mix",POSYDON,,,04:15,Dance,"Progressive House"
"Build It Deep",BLDRD004,191079366170,Imaginarium,,POSYDON,2020-12-09,Dance,"Progressive House",2,GBRKQ2014553,Imaginarium,"Extended Mix",POSYDON,,,05:40,Dance,"Progressive House"
"Build It Tech",BLDRT030,195039890811,"Get Down | Be Yourself",,"Low Control",2020-11-25,Dance,"Tech House",1,USLZJ2048321,"Get Down",,"Low Control",,,04:23,Dance,"Tech House"
"Build It Tech",BLDRT030,195039890811,"Get Down | Be Yourself",,"Low Control",2020-11-25,Dance,"Tech House",2,USLZJ2048325,"Be Yourself",,"Low Control",,,05:09,Dance,"Tech House"
"Build It Records",BLDR170,195039955398,Truth,,DEEPSENSE,2020-11-18,Dance,"Future House",1,USLZJ2067717,Truth,,"DEEPSENSE,Route 77",,,04:30,Dance,"Future House"
"Build It Tech",BLDRT029,195039862931,"Action & Reaction",,"Damn Square",2020-11-04,Electronic,"Tech House",1,USLZJ2040790,"Action & Reaction",,"Damn Square",,,06:16,Electronic,"Tech House"
"Build It Tech",BLDRT028,195039810413,"Bring 'Em Out",,Sillaz,2020-10-21,Electronic,"Tech House",1,USLZJ2032290,"Bring 'Em Out","Extended Mix",Sillaz,,,06:01,Electronic,"Tech House"
"Build It Tech",BLDRT028,195039810413,"Bring 'Em Out",,Sillaz,2020-10-21,Electronic,"Tech House",2,USLZJ2032292,"Bring 'Em Out","Radio Mix",Sillaz,,,04:07,Electronic,"Tech House"
"Build It Tech",BLDRT027,195039810307,"Lose Kontrol",,Sloth,2020-10-07,Electronic,"Tech House",1,USLZJ2032265,"Lose Kontrol","Extended Mix",Sloth,,,05:39,Electronic,"Tech House"
"Build It Tech",BLDRT027,195039810307,"Lose Kontrol",,Sloth,2020-10-07,Electronic,"Tech House",2,USLZJ2032272,"Lose Kontrol","Radio Mix",Sloth,,,04:08,Electronic,"Tech House"
"Build It Records",BLDR169,195039782086,Believe,,JLZK,2020-09-25,Dance,"Future House",1,USLZJ2027304,Believe,,JLZK,,,05:16,Dance,"Future House"
"Build It Tech",BLDRT026,195039663408,"My Life",,Houkes,2020-09-04,Electronic,"Tech House",1,USLZJ2003041,"My Life",,"Houkes,Ravok",,,05:22,Electronic,"Tech House"
"Build It Records",BLDR168,195039639960,"Operator Control",,BURNTECH,2020-08-14,Dance,"Tech House",1,QZ5FN2087877,"Operator Control",,"BURNTECH,Dodger",,,04:38,Dance,"Tech House"
"Build It Records",BLDR168A,195039687060,"Operator Control",,BURNTECH,2020-08-14,Electronic,"Tech House",1,QZ5FN2087877,"Operator Control",,"BURNTECH,Dodger",,,04:38,Electronic,"Tech House"
"Build It Records",BLDR167,195039500116,Rocketman,,Ketafere,2020-07-31,Dance,House,1,QZ5FN2031288,Rocketman,,"Ketafere,TZEN",,,04:32,Dance,House
"Build It Tech",BLDRT025,195039500086,"Shake That",,BARC,2020-07-17,Dance,"Tech House",1,QZ5FN2031223,"Shake That",,BARC,,,04:34,Dance,"Tech House"
"Build It Records",BLDR166,195039482061,Imploder,,KusKa,2020-07-03,Dance,House,1,QZ5FN2021680,Imploder,,KusKa,,,05:11,Dance,House
"Build It Records",BLDR164,195039476763,High,,4ren,2020-06-19,Dance,Electronica,1,QZ5FN2021683,High,,4ren,,,03:19,Dance,House
"Build It Tech",BLDRT024,195039349524,"Booty Clap",,Sloth,2020-05-01,Dance,Electronica,1,GBWUL2071948,"Booty Clap",,Sloth,,,06:27,Dance,"Tech House"
"Build It Records",BLDR163,193872507859,"Caique Carvalho & Friends EP",,"Various Artists",2019-08-27,Electronic,"Tech House",1,USLZJ1957057,Friends,,"Caique Carvalho",,,05:40,Electronic,"Tech House"
"Build It Records",BLDR163,193872507859,"Caique Carvalho & Friends EP",,"Various Artists",2019-08-27,Electronic,"Tech House",2,USLZJ1957060,"Go Go Go",,"Caique Carvalho,Cahio",,,05:43,Electronic,"Tech House"
"Build It Records",BLDR163,193872507859,"Caique Carvalho & Friends EP",,"Various Artists",2019-08-27,Electronic,"Tech House",3,USLZJ1957062,Forget,,"Caique Carvalho,Gabriel Angelo",,,05:31,Electronic,"Tech House"
"Build It Records",BLDR163,193872507859,"Caique Carvalho & Friends EP",,"Various Artists",2019-08-27,Electronic,"Tech House",4,USLZJ1957063,"Love Me",,"Caique Carvalho,Double2Back",,,04:47,Electronic,"Tech House"
"Build It Records",BLDR162,193872450391,Radio,,BARC,2019-08-08,Electronic,House,1,USLZJ1940386,Radio,"Radio Edit",BARC,,,03:17,Electronic,House
"Build It Records",BLDR162,193872450391,Radio,,BARC,2019-08-08,Electronic,House,2,USLZJ1940387,Radio,"Extended Mix",BARC,,,04:19,Electronic,House
"Build It Tech",BLDRT023,193872227177,Bugatti,,"Bruno Mattos",2019-03-27,Electronic,"Tech House",1,QZ5FN1968455,Bugatti,,"Bruno Mattos,F-LIMA",,,05:09,Electronic,"Tech House"
"Build It Tech",BLDRT022,193872110059,"Talk / No Matter",,Fatty,2019-02-06,Dance,"Tech House",1,QZ5FN1925559,Talk,,Fatty,,,05:58,Dance,"Tech House"
"Build It Tech",BLDRT022,193872110059,"Talk / No Matter",,Fatty,2019-02-06,Dance,"Tech House",2,QZ5FN1925560,"No Matter",,Fatty,,,05:57,Dance,"Tech House"
"Build It Tech",BLDRT020,192650991385,"Mozy Maze EP",,"Bess Maze",2019-01-16,Dance,"Tech House",1,GBWUL1824431,"Mozy Maze",,"Bess Maze",,,06:19,Dance,"Tech House"
"Build It Tech",BLDRT020,192650991385,"Mozy Maze EP",,"Bess Maze",2019-01-16,Dance,"Tech House",2,GBWUL1824432,"I Like It",,"Bess Maze",,,04:38,Dance,"Tech House"
"Build It Tech",BLDRT021,193872024707,"Doin My Thang",,"Tony H",2019-01-09,Dance,"Tech House",1,GBWUL1824434,"Doin My Thang",,"Tony H",,,05:53,Dance,"Tech House"
"Build It Records",BLDR161,192650991460,"Move It",,"John Okins",2018-12-17,Dance,"Electro House",1,GBWUL1812416,"Move It",,"John Okins",,,03:36,Dance,"Electro House"
